uniprot_ac_1	uniprot_ac_2	complex_id	complex_name
P35544	P46781	306	Ribosome, cytoplasmic
P35544	P46781	338	40S ribosomal subunit, cytoplasmic
P35544	P46782	305	40S ribosomal subunit, cytoplasmic
P35544	P46782	306	Ribosome, cytoplasmic
P35544	P46782	338	40S ribosomal subunit, cytoplasmic
P35544	P46783	305	40S ribosomal subunit, cytoplasmic
P35544	P46783	306	Ribosome, cytoplasmic
P35544	P46783	338	40S ribosomal subunit, cytoplasmic
P35544	P47914	306	Ribosome, cytoplasmic
P35544	P49207	306	Ribosome, cytoplasmic
P35544	P50914	306	Ribosome, cytoplasmic
P35544	P60866	305	40S ribosomal subunit, cytoplasmic
P35544	P60866	306	Ribosome, cytoplasmic
P35544	P60866	338	40S ribosomal subunit, cytoplasmic
P35544	P61247	305	40S ribosomal subunit, cytoplasmic
P35544	P61247	306	Ribosome, cytoplasmic
P35544	P61247	338	40S ribosomal subunit, cytoplasmic
P35544	P61254	306	Ribosome, cytoplasmic
P35544	P61313	306	Ribosome, cytoplasmic
P35544	P61353	306	Ribosome, cytoplasmic
P35544	P61513	306	Ribosome, cytoplasmic
P35544	P61927	306	Ribosome, cytoplasmic
P35544	P62081	305	40S ribosomal subunit, cytoplasmic
P35544	P62081	306	Ribosome, cytoplasmic
P35544	P62081	338	40S ribosomal subunit, cytoplasmic
P35544	P62241	305	40S ribosomal subunit, cytoplasmic
P35544	P62241	306	Ribosome, cytoplasmic
P35544	P62241	338	40S ribosomal subunit, cytoplasmic
P35544	P62244	305	40S ribosomal subunit, cytoplasmic
P35544	P62244	306	Ribosome, cytoplasmic
P35544	P62244	338	40S ribosomal subunit, cytoplasmic
P35544	P62249	305	40S ribosomal subunit, cytoplasmic
P35544	P62249	306	Ribosome, cytoplasmic
P35544	P62249	338	40S ribosomal subunit, cytoplasmic
P35544	P62263	305	40S ribosomal subunit, cytoplasmic
P35544	P62263	306	Ribosome, cytoplasmic
P35544	P62263	338	40S ribosomal subunit, cytoplasmic
P35544	P62266	305	40S ribosomal subunit, cytoplasmic
P35544	P62266	306	Ribosome, cytoplasmic
P35544	P62266	338	40S ribosomal subunit, cytoplasmic
P35544	P62269	305	40S ribosomal subunit, cytoplasmic
P35544	P62269	306	Ribosome, cytoplasmic
P35544	P62269	338	40S ribosomal subunit, cytoplasmic
P35544	P62273	305	40S ribosomal subunit, cytoplasmic
P35544	P62273	306	Ribosome, cytoplasmic
P35544	P62273	338	40S ribosomal subunit, cytoplasmic
P35544	P62277	305	40S ribosomal subunit, cytoplasmic
P35544	P62277	306	Ribosome, cytoplasmic
P35544	P62277	338	40S ribosomal subunit, cytoplasmic
P35544	P62280	305	40S ribosomal subunit, cytoplasmic
P35544	P62280	306	Ribosome, cytoplasmic
P35544	P62280	338	40S ribosomal subunit, cytoplasmic
P35544	P62424	306	Ribosome, cytoplasmic
P35544	P62701	305	40S ribosomal subunit, cytoplasmic
P35544	P62701	306	Ribosome, cytoplasmic
P35544	P62701	338	40S ribosomal subunit, cytoplasmic
P35544	P62750	306	Ribosome, cytoplasmic
P35544	P62753	305	40S ribosomal subunit, cytoplasmic
P35544	P62753	306	Ribosome, cytoplasmic
P35544	P62753	338	40S ribosomal subunit, cytoplasmic
P35544	P62829	306	Ribosome, cytoplasmic
P35544	P62841	305	40S ribosomal subunit, cytoplasmic
P35544	P62841	306	Ribosome, cytoplasmic
P35544	P62841	338	40S ribosomal subunit, cytoplasmic
P35544	P62847	305	40S ribosomal subunit, cytoplasmic
P35544	P62847	306	Ribosome, cytoplasmic
P35544	P62847	338	40S ribosomal subunit, cytoplasmic
P35544	P62851	305	40S ribosomal subunit, cytoplasmic
P35544	P62851	306	Ribosome, cytoplasmic
P35544	P62851	338	40S ribosomal subunit, cytoplasmic
P35544	P62854	305	40S ribosomal subunit, cytoplasmic
P35544	P62854	306	Ribosome, cytoplasmic
P35544	P62854	338	40S ribosomal subunit, cytoplasmic
P35544	P62857	305	40S ribosomal subunit, cytoplasmic
P35544	P62857	306	Ribosome, cytoplasmic
P35544	P62857	338	40S ribosomal subunit, cytoplasmic
P35544	P62888	306	Ribosome, cytoplasmic
P35544	P62891	306	Ribosome, cytoplasmic
P35544	P62899	306	Ribosome, cytoplasmic
P35544	P62906	306	Ribosome, cytoplasmic
P35544	P62910	306	Ribosome, cytoplasmic
P35544	P62913	306	Ribosome, cytoplasmic
P35544	P62917	306	Ribosome, cytoplasmic
P35544	P62945	306	Ribosome, cytoplasmic
P35544	P62979	305	40S ribosomal subunit, cytoplasmic
P35544	P62979	306	Ribosome, cytoplasmic
P35544	P62979	338	40S ribosomal subunit, cytoplasmic
P35544	P62987	306	Ribosome, cytoplasmic
P35544	P63173	306	Ribosome, cytoplasmic
P35544	P63220	305	40S ribosomal subunit, cytoplasmic
P35544	P63220	306	Ribosome, cytoplasmic
P35544	P63220	338	40S ribosomal subunit, cytoplasmic
P35544	P83731	306	Ribosome, cytoplasmic
P35544	P83881	306	Ribosome, cytoplasmic
P35544	P84098	306	Ribosome, cytoplasmic
P35544	Q02543	306	Ribosome, cytoplasmic
P35544	Q02878	306	Ribosome, cytoplasmic
P35544	Q07020	306	Ribosome, cytoplasmic
P35544	Q9Y3U8	306	Ribosome, cytoplasmic
P35568	P27986	2577	Sam68-p85 P13K-IRS-1-IR signaling complex
P35579	O43516	486	WIP-WASp-actin-myosin-IIa complex
P35579	P42768	486	WIP-WASp-actin-myosin-IIa complex
P35579	P60660	486	WIP-WASp-actin-myosin-IIa complex
P35579	P60709	5604	Emerin complex 1
P35579	P62736	486	WIP-WASp-actin-myosin-IIa complex
P35579	Q12965	5604	Emerin complex 1
P35579	Q13813	5604	Emerin complex 1
P35579	Q9BRV8	5604	Emerin complex 1
P35580	P06748	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
P35580	P19338	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
P35580	P60709	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
P35580	Q02880	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
P35580	Q04724	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
P35580	Q15233	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
P35637	O14979	1332	Large Drosha complex
P35637	P11021	3082	DGCR8 multiprotein complex
P35637	P19338	3082	DGCR8 multiprotein complex
P35637	P31943	1332	Large Drosha complex
P35637	P31943	3082	DGCR8 multiprotein complex
P35637	P52272	1332	Large Drosha complex
P35637	Q00839	1332	Large Drosha complex
P35637	Q00839	3082	DGCR8 multiprotein complex
P35637	Q12905	1332	Large Drosha complex
P35637	Q12906	1332	Large Drosha complex
P35637	Q12906	3082	DGCR8 multiprotein complex
P35637	Q8WYQ5	1332	Large Drosha complex
P35637	Q8WYQ5	3082	DGCR8 multiprotein complex
P35637	Q92804	1332	Large Drosha complex
P35637	Q96SB4	1332	Large Drosha complex
P35637	Q9NRR4	1332	Large Drosha complex
P35638	Q96RU7	5383	TRIB3-DDIT3 complex
P35659	Q9Y5S9	5449	Splicing-associated factors complex
P35858	P17936	541	IGF1-IGFBP3-ALS complex
P35869	P27540	1211	Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)
P35869	P62877	1211	Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)
P35869	Q13620	1211	Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)
P35916	O60462	5740	NRP2-VEGFR3 complex
P35968	O14786	4062	NRP1-VEGFR2-VEGF(165) complex
P35968	O14786	5696	VEGFA(165)-KDR-NRP1 complex
P35968	O14786	5698	VEGFA(165)-VEGFR2-NRP1 complex
P35968	P15692	4062	NRP1-VEGFR2-VEGF(165) complex
P35968	P15692	5696	VEGFA(165)-KDR-NRP1 complex
P35968	P15692	5698	VEGFA(165)-VEGFR2-NRP1 complex
P35968	Q07157	5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex
P35998	O00231	32	PA700 complex
P35998	O00231	193	PA700-20S-PA28 complex
P35998	O00232	32	PA700 complex
P35998	O00232	193	PA700-20S-PA28 complex
P35998	O00233	32	PA700 complex
P35998	O00233	193	PA700-20S-PA28 complex
P35998	O43242	32	PA700 complex
P35998	O43242	193	PA700-20S-PA28 complex
P35998	O75832	32	PA700 complex
P35998	O75832	193	PA700-20S-PA28 complex
P35998	P17980	32	PA700 complex
P35998	P17980	181	26S proteasome
P35998	P17980	193	PA700-20S-PA28 complex
P35998	P43686	32	PA700 complex
P35998	P43686	181	26S proteasome
P35998	P43686	193	PA700-20S-PA28 complex
P35998	P48556	32	PA700 complex
P35998	P48556	193	PA700-20S-PA28 complex
P35998	P51665	32	PA700 complex
P35998	P51665	193	PA700-20S-PA28 complex
P35998	P55036	32	PA700 complex
P35998	P55036	181	26S proteasome
P35998	P55036	193	PA700-20S-PA28 complex
P35998	P62195	32	PA700 complex
P35998	P62195	181	26S proteasome
P35998	P62195	193	PA700-20S-PA28 complex
P35998	P62333	32	PA700 complex
P35998	P62333	181	26S proteasome
P35998	P62333	193	PA700-20S-PA28 complex
P35998	Q06323	193	PA700-20S-PA28 complex
P35998	Q13200	32	PA700 complex
P35998	Q13200	193	PA700-20S-PA28 complex
P35998	Q15008	32	PA700 complex
P35998	Q15008	193	PA700-20S-PA28 complex
P35998	Q16401	32	PA700 complex
P35998	Q16401	193	PA700-20S-PA28 complex
P35998	Q99460	32	PA700 complex
P35998	Q99460	193	PA700-20S-PA28 complex
P35998	Q9UL46	193	PA700-20S-PA28 complex
P35998	Q9UNM6	32	PA700 complex
P35998	Q9UNM6	181	26S proteasome
P35998	Q9UNM6	193	PA700-20S-PA28 complex
P36507	P04049	5920	KSR1-RAF1-MEK complex
P36507	P15056	5872	BRAF-MAP2K1-MAP2K2-YWHAE complex
P36507	P15056	5921	KSR1-BRAF-MEK complex
P36507	P62258	5872	BRAF-MAP2K1-MAP2K2-YWHAE complex
P36507	Q8IVT5	5920	KSR1-RAF1-MEK complex
P36507	Q8IVT5	5921	KSR1-BRAF-MEK complex
P36542	P05496	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P18859	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P24539	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P30049	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P48047	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P56134	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P56381	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	P56385	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36542	Q9UII2	563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial
P36578	P05386	306	Ribosome, cytoplasmic
P36578	P05386	308	60S ribosomal subunit, cytoplasmic
P36578	P05386	3055	Nop56p-associated pre-rRNA complex
P36578	P05387	306	Ribosome, cytoplasmic
P36578	P05387	308	60S ribosomal subunit, cytoplasmic
P36578	P05387	3055	Nop56p-associated pre-rRNA complex
P36578	P05388	306	Ribosome, cytoplasmic
P36578	P05388	308	60S ribosomal subunit, cytoplasmic
P36578	P05388	3055	Nop56p-associated pre-rRNA complex
P36578	P08708	306	Ribosome, cytoplasmic
P36578	P08708	3055	Nop56p-associated pre-rRNA complex
P36578	P0CW22	306	Ribosome, cytoplasmic
P36578	P0CW22	3055	Nop56p-associated pre-rRNA complex
P36578	P11387	3055	Nop56p-associated pre-rRNA complex
P36578	P15880	306	Ribosome, cytoplasmic
P36578	P15880	3055	Nop56p-associated pre-rRNA complex
P36578	P18077	306	Ribosome, cytoplasmic
P36578	P18077	308	60S ribosomal subunit, cytoplasmic
P36578	P18077	3055	Nop56p-associated pre-rRNA complex
P36578	P18124	306	Ribosome, cytoplasmic
P36578	P18124	308	60S ribosomal subunit, cytoplasmic
P36578	P18124	3055	Nop56p-associated pre-rRNA complex
P36578	P18621	306	Ribosome, cytoplasmic
P36578	P18621	308	60S ribosomal subunit, cytoplasmic
P36578	P18621	3055	Nop56p-associated pre-rRNA complex
P36578	P23396	306	Ribosome, cytoplasmic
P36578	P25398	306	Ribosome, cytoplasmic
P36578	P25398	3055	Nop56p-associated pre-rRNA complex
P36578	P26373	306	Ribosome, cytoplasmic
P36578	P26373	308	60S ribosomal subunit, cytoplasmic
P36578	P26373	3055	Nop56p-associated pre-rRNA complex
P36578	P27635	306	Ribosome, cytoplasmic
P36578	P27635	308	60S ribosomal subunit, cytoplasmic
P36578	P27635	3055	Nop56p-associated pre-rRNA complex
P36578	P30050	306	Ribosome, cytoplasmic
P36578	P30050	308	60S ribosomal subunit, cytoplasmic
P36578	P30050	3055	Nop56p-associated pre-rRNA complex
P36578	P32969	306	Ribosome, cytoplasmic
P36578	P32969	308	60S ribosomal subunit, cytoplasmic
P36578	P32969	3055	Nop56p-associated pre-rRNA complex
P36578	P35268	306	Ribosome, cytoplasmic
P36578	P35268	308	60S ribosomal subunit, cytoplasmic
P36578	P35268	3055	Nop56p-associated pre-rRNA complex
P36578	P37108	3055	Nop56p-associated pre-rRNA complex
P36578	P39019	306	Ribosome, cytoplasmic
P36578	P42677	306	Ribosome, cytoplasmic
P36578	P46776	306	Ribosome, cytoplasmic
P36578	P46776	308	60S ribosomal subunit, cytoplasmic
P36578	P46776	3055	Nop56p-associated pre-rRNA complex
P36578	P46777	306	Ribosome, cytoplasmic
P36578	P46777	308	60S ribosomal subunit, cytoplasmic
P36578	P46777	3055	Nop56p-associated pre-rRNA complex
P36578	P46778	306	Ribosome, cytoplasmic
P36578	P46778	308	60S ribosomal subunit, cytoplasmic
P36578	P46778	3055	Nop56p-associated pre-rRNA complex
P36578	P46779	306	Ribosome, cytoplasmic
P36578	P46779	308	60S ribosomal subunit, cytoplasmic
P36578	P46779	3055	Nop56p-associated pre-rRNA complex
P36578	P46781	306	Ribosome, cytoplasmic
P36578	P46781	3055	Nop56p-associated pre-rRNA complex
P36578	P46782	306	Ribosome, cytoplasmic
P36578	P46783	306	Ribosome, cytoplasmic
P36578	P47914	306	Ribosome, cytoplasmic
P36578	P47914	308	60S ribosomal subunit, cytoplasmic
P36578	P47914	3055	Nop56p-associated pre-rRNA complex
P36578	P49207	306	Ribosome, cytoplasmic
P36578	P49207	308	60S ribosomal subunit, cytoplasmic
P36578	P49411	3055	Nop56p-associated pre-rRNA complex
P36578	P50914	306	Ribosome, cytoplasmic
P36578	P50914	308	60S ribosomal subunit, cytoplasmic
P36578	P50914	3055	Nop56p-associated pre-rRNA complex
P36578	P60866	306	Ribosome, cytoplasmic
P36578	P61247	306	Ribosome, cytoplasmic
P36578	P61247	3055	Nop56p-associated pre-rRNA complex
P36578	P61254	306	Ribosome, cytoplasmic
P36578	P61254	308	60S ribosomal subunit, cytoplasmic
P36578	P61254	3055	Nop56p-associated pre-rRNA complex
P36578	P61313	306	Ribosome, cytoplasmic
P36578	P61313	308	60S ribosomal subunit, cytoplasmic
P36578	P61313	3055	Nop56p-associated pre-rRNA complex
P36578	P61353	306	Ribosome, cytoplasmic
P36578	P61353	308	60S ribosomal subunit, cytoplasmic
P36578	P61353	3055	Nop56p-associated pre-rRNA complex
P36578	P61513	306	Ribosome, cytoplasmic
P36578	P61513	308	60S ribosomal subunit, cytoplasmic
P36578	P61513	3055	Nop56p-associated pre-rRNA complex
P36578	P61927	306	Ribosome, cytoplasmic
P36578	P61927	308	60S ribosomal subunit, cytoplasmic
P36578	P62081	306	Ribosome, cytoplasmic
P36578	P62081	3055	Nop56p-associated pre-rRNA complex
P36578	P62241	306	Ribosome, cytoplasmic
P36578	P62241	3055	Nop56p-associated pre-rRNA complex
P36578	P62244	306	Ribosome, cytoplasmic
P36578	P62244	3055	Nop56p-associated pre-rRNA complex
P36578	P62249	306	Ribosome, cytoplasmic
P36578	P62249	3055	Nop56p-associated pre-rRNA complex
P36578	P62263	306	Ribosome, cytoplasmic
P36578	P62263	3055	Nop56p-associated pre-rRNA complex
P36578	P62266	306	Ribosome, cytoplasmic
P36578	P62266	3055	Nop56p-associated pre-rRNA complex
P36578	P62269	306	Ribosome, cytoplasmic
P36578	P62269	3055	Nop56p-associated pre-rRNA complex
P36578	P62273	306	Ribosome, cytoplasmic
P36578	P62273	3055	Nop56p-associated pre-rRNA complex
P36578	P62277	306	Ribosome, cytoplasmic
P36578	P62277	3055	Nop56p-associated pre-rRNA complex
P36578	P62277	5266	TNF-alpha/NF-kappa B signaling complex 6
P36578	P62280	306	Ribosome, cytoplasmic
P36578	P62280	3055	Nop56p-associated pre-rRNA complex
P36578	P62280	5266	TNF-alpha/NF-kappa B signaling complex 6
P36578	P62424	306	Ribosome, cytoplasmic
P36578	P62424	308	60S ribosomal subunit, cytoplasmic
P36578	P62424	3055	Nop56p-associated pre-rRNA complex
P36578	P62701	306	Ribosome, cytoplasmic
P36578	P62750	306	Ribosome, cytoplasmic
P36578	P62750	308	60S ribosomal subunit, cytoplasmic
P36578	P62750	3055	Nop56p-associated pre-rRNA complex
P36578	P62753	306	Ribosome, cytoplasmic
P36578	P62753	3055	Nop56p-associated pre-rRNA complex
P36578	P62829	306	Ribosome, cytoplasmic
P36578	P62829	308	60S ribosomal subunit, cytoplasmic
P36578	P62829	3055	Nop56p-associated pre-rRNA complex
P36578	P62841	306	Ribosome, cytoplasmic
P36578	P62841	3055	Nop56p-associated pre-rRNA complex
P36578	P62847	306	Ribosome, cytoplasmic
P36578	P62847	3055	Nop56p-associated pre-rRNA complex
P36578	P62851	306	Ribosome, cytoplasmic
P36578	P62854	306	Ribosome, cytoplasmic
P36578	P62857	306	Ribosome, cytoplasmic
P36578	P62888	306	Ribosome, cytoplasmic
P36578	P62888	308	60S ribosomal subunit, cytoplasmic
P36578	P62888	3055	Nop56p-associated pre-rRNA complex
P36578	P62888	5266	TNF-alpha/NF-kappa B signaling complex 6
P36578	P62891	306	Ribosome, cytoplasmic
P36578	P62891	308	60S ribosomal subunit, cytoplasmic
P36578	P62891	3055	Nop56p-associated pre-rRNA complex
P36578	P62899	306	Ribosome, cytoplasmic
P36578	P62899	308	60S ribosomal subunit, cytoplasmic
P36578	P62899	3055	Nop56p-associated pre-rRNA complex
P36578	P62910	306	Ribosome, cytoplasmic
P36578	P62910	308	60S ribosomal subunit, cytoplasmic
P36578	P62910	3055	Nop56p-associated pre-rRNA complex
P36578	P62913	306	Ribosome, cytoplasmic
P36578	P62913	308	60S ribosomal subunit, cytoplasmic
P36578	P62913	3055	Nop56p-associated pre-rRNA complex
P36578	P62917	306	Ribosome, cytoplasmic
P36578	P62917	308	60S ribosomal subunit, cytoplasmic
P36578	P62917	3055	Nop56p-associated pre-rRNA complex
P36578	P62917	5266	TNF-alpha/NF-kappa B signaling complex 6
P36578	P62945	306	Ribosome, cytoplasmic
P36578	P62945	308	60S ribosomal subunit, cytoplasmic
P36578	P62979	306	Ribosome, cytoplasmic
P36578	P62987	306	Ribosome, cytoplasmic
P36578	P62987	308	60S ribosomal subunit, cytoplasmic
P36578	P63173	306	Ribosome, cytoplasmic
P36578	P63173	308	60S ribosomal subunit, cytoplasmic
P36578	P63220	306	Ribosome, cytoplasmic
P36578	P63267	3055	Nop56p-associated pre-rRNA complex
P36578	P83731	306	Ribosome, cytoplasmic
P36578	P83731	308	60S ribosomal subunit, cytoplasmic
P36578	P83731	3055	Nop56p-associated pre-rRNA complex
P36578	P83881	306	Ribosome, cytoplasmic
P36578	P83881	308	60S ribosomal subunit, cytoplasmic
P36578	P83881	3055	Nop56p-associated pre-rRNA complex
P36578	P84098	306	Ribosome, cytoplasmic
P36578	P84098	308	60S ribosomal subunit, cytoplasmic
P36578	P84098	3055	Nop56p-associated pre-rRNA complex
P36578	Q01081	3055	Nop56p-associated pre-rRNA complex
P36578	Q02543	306	Ribosome, cytoplasmic
P36578	Q02543	308	60S ribosomal subunit, cytoplasmic
P36578	Q02543	3055	Nop56p-associated pre-rRNA complex
P36578	Q02878	306	Ribosome, cytoplasmic
P36578	Q02878	308	60S ribosomal subunit, cytoplasmic
P36578	Q02878	3055	Nop56p-associated pre-rRNA complex
P36578	Q02878	5266	TNF-alpha/NF-kappa B signaling complex 6
P36578	Q07020	306	Ribosome, cytoplasmic
P36578	Q07020	308	60S ribosomal subunit, cytoplasmic
P36578	Q07020	3055	Nop56p-associated pre-rRNA complex
P36578	Q13428	3055	Nop56p-associated pre-rRNA complex
P36578	Q14978	3055	Nop56p-associated pre-rRNA complex
P36578	Q71U36	3055	Nop56p-associated pre-rRNA complex
P36578	Q92522	3055	Nop56p-associated pre-rRNA complex
P36578	Q96SB4	3055	Nop56p-associated pre-rRNA complex
P36578	Q99558	5266	TNF-alpha/NF-kappa B signaling complex 6
P36578	Q99879	3055	Nop56p-associated pre-rRNA complex
P36578	Q9H4B7	3055	Nop56p-associated pre-rRNA complex
P36578	Q9NR30	3055	Nop56p-associated pre-rRNA complex
P36578	Q9Y6K9	5266	TNF-alpha/NF-kappa B signaling complex 6
P36873	P22612	520	KCNQ1 macromolecular complex
P36873	P22694	520	KCNQ1 macromolecular complex
P36873	P31323	520	KCNQ1 macromolecular complex
P36897	O15169	1828	TGF-beta receptor I-Axin-SMAD3 complex
P36897	P37173	1779	TGF-beta-receptor-PAR6 complex
P36897	P37173	3027	TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex
P36897	P37173	3028	TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex
P36897	P37173	5735	TGF-beta receptor-SMAD3 complex
P36954	P20226	103	RNA polymerase II holoenzyme complex
P36954	P20226	2825	BRCA1-RNA polymerase II complex
P36954	P38398	2686	BRCA1-core RNA polymerase II complex
P36954	P38398	2825	BRCA1-RNA polymerase II complex
P36954	P52435	103	RNA polymerase II holoenzyme complex
P36954	P52435	104	RNA polymerase II core complex
P36954	P52435	2685	RNA polymerase II (RNAPII)
P36954	P52435	2686	BRCA1-core RNA polymerase II complex
P36954	P52435	2825	BRCA1-RNA polymerase II complex
P36954	P53803	103	RNA polymerase II holoenzyme complex
P36954	P53803	104	RNA polymerase II core complex
P36954	P53803	2685	RNA polymerase II (RNAPII)
P36954	P53803	2686	BRCA1-core RNA polymerase II complex
P36954	P53803	2825	BRCA1-RNA polymerase II complex
P36954	P62875	103	RNA polymerase II holoenzyme complex
P36954	P62875	104	RNA polymerase II core complex
P36954	P62875	2685	RNA polymerase II (RNAPII)
P36954	P62875	2686	BRCA1-core RNA polymerase II complex
P36954	P62875	2825	BRCA1-RNA polymerase II complex
P36954	Q13503	2825	BRCA1-RNA polymerase II complex
P36954	Q9Y5B0	2685	RNA polymerase II (RNAPII)
P37108	P11387	3055	Nop56p-associated pre-rRNA complex
P37108	P49411	3055	Nop56p-associated pre-rRNA complex
P37108	P50914	3055	Nop56p-associated pre-rRNA complex
P37108	P62829	3055	Nop56p-associated pre-rRNA complex
P37108	P63267	3055	Nop56p-associated pre-rRNA complex
P37108	Q01081	3055	Nop56p-associated pre-rRNA complex
P37108	Q13428	3055	Nop56p-associated pre-rRNA complex
P37108	Q14978	3055	Nop56p-associated pre-rRNA complex
P37108	Q71U36	3055	Nop56p-associated pre-rRNA complex
P37108	Q92522	3055	Nop56p-associated pre-rRNA complex
P37108	Q96SB4	3055	Nop56p-associated pre-rRNA complex
P37108	Q99879	3055	Nop56p-associated pre-rRNA complex
P37108	Q9H4B7	3055	Nop56p-associated pre-rRNA complex
P37108	Q9NR30	3055	Nop56p-associated pre-rRNA complex
P37275	O00257	642	CtBP complex
P37275	O60315	642	CtBP complex
P37275	O75362	642	CtBP complex
P37275	Q92618	642	CtBP complex
P37275	Q96JN0	642	CtBP complex
P37275	Q9H9B1	642	CtBP complex
P37275	Q9H9B1	643	CtBP core complex
P37275	Q9Y232	642	CtBP complex
P37287	Q14442	118	GPI-GnT activity complex
P37287	Q92535	118	GPI-GnT activity complex
P37287	Q9BRB3	118	GPI-GnT activity complex
P38159	A8K8P3	1183	CDC5L complex
P38159	O15297	1183	CDC5L complex
P38159	O43290	1181	C complex spliceosome
P38159	O43660	1181	C complex spliceosome
P38159	O43660	1183	CDC5L complex
P38159	O60306	1181	C complex spliceosome
P38159	O60508	1181	C complex spliceosome
P38159	P07910	1181	C complex spliceosome
P38159	P08579	1181	C complex spliceosome
P38159	P09012	1183	CDC5L complex
P38159	P09651	1181	C complex spliceosome
P38159	P09661	1181	C complex spliceosome
P38159	P09661	1183	CDC5L complex
P38159	P11142	1183	CDC5L complex
P38159	P11388	1183	CDC5L complex
P38159	P14678	1181	C complex spliceosome
P38159	P15884	1183	CDC5L complex
P38159	P22626	1181	C complex spliceosome
P38159	P23246	1183	CDC5L complex
P38159	P31943	1181	C complex spliceosome
P38159	P38919	1181	C complex spliceosome
P38159	P52272	1181	C complex spliceosome
P38159	P52597	1181	C complex spliceosome
P38159	P61326	1181	C complex spliceosome
P38159	P61978	1181	C complex spliceosome
P38159	P62136	1183	CDC5L complex
P38159	P62304	1181	C complex spliceosome
P38159	P62306	1181	C complex spliceosome
P38159	P62308	1181	C complex spliceosome
P38159	P62314	1181	C complex spliceosome
P38159	P62314	1183	CDC5L complex
P38159	P62316	1181	C complex spliceosome
P38159	P62316	1183	CDC5L complex
P38159	P62318	1181	C complex spliceosome
P38159	P62318	1183	CDC5L complex
P38159	P78527	1183	CDC5L complex
P38159	Q00839	1181	C complex spliceosome
P38159	Q01081	1181	C complex spliceosome
P38159	Q01130	1183	CDC5L complex
P38159	Q07955	1181	C complex spliceosome
P38159	Q07955	1183	CDC5L complex
P38159	Q12905	1183	CDC5L complex
P38159	Q13523	1181	C complex spliceosome
P38159	Q15029	1181	C complex spliceosome
P38159	Q15428	1181	C complex spliceosome
P38159	Q6NZY4	1181	C complex spliceosome
P38159	Q7L1Q6	1183	CDC5L complex
P38159	Q8WUQ7	1181	C complex spliceosome
P38159	Q92620	1181	C complex spliceosome
P38159	Q96DF8	1181	C complex spliceosome
P38159	Q96DI7	1181	C complex spliceosome
P38159	Q99459	1181	C complex spliceosome
P38159	Q99459	1183	CDC5L complex
P38159	Q9BRR8	1181	C complex spliceosome
P38159	Q9BRX9	1181	C complex spliceosome
P38159	Q9BUQ8	1181	C complex spliceosome
P38159	Q9BZJ0	1181	C complex spliceosome
P38159	Q9H2H8	1181	C complex spliceosome
P38159	Q9H307	1181	C complex spliceosome
P38159	Q9H5Z1	1181	C complex spliceosome
P38159	Q9HCG8	1181	C complex spliceosome
P38159	Q9HCS7	1181	C complex spliceosome
P38159	Q9NW64	1181	C complex spliceosome
P38159	Q9P013	1181	C complex spliceosome
P38159	Q9P013	1183	CDC5L complex
P38159	Q9UJV9	1181	C complex spliceosome
P38159	Q9ULR0	1181	C complex spliceosome
P38159	Q9UMS4	1181	C complex spliceosome
P38159	Q9UMS4	1183	CDC5L complex
P38159	Q9Y333	1181	C complex spliceosome
P38159	Q9Y3C6	1181	C complex spliceosome
P38159	Q9Y5S9	1181	C complex spliceosome
P38398	O75486	438	GCN5-TRRAP histone acetyltransferase complex
P38398	O96019	238	SWI-SNF chromatin remodeling-related-BRCA1 complex
P38398	P20226	2825	BRCA1-RNA polymerase II complex
P38398	P46736	5400	BRCC complex
P38398	P51587	5400	BRCC complex
P38398	P55072	2820	BRCA1-VCP complex
P38398	P61077	2822	BRCA1-BARD1-UbcH5c complex
P38398	P61968	2214	LMO4-BRCA1-CTIP-LDB1 complex
P38398	P61968	2215	BRCA1-LMO4-CTIP complex
P38398	P68036	2823	BRCA1-BARD1-UbcH7c complex
P38398	Q12962	438	GCN5-TRRAP histone acetyltransferase complex
P38398	Q13503	2825	BRCA1-RNA polymerase II complex
